S.No,Product Name,Brand,Price,Original Price,Discount,Rating,Rating Count,Review Count,RAM,ROM,Battery,Processor,Display Size,Camera,Network Type,Product URL,Scraped Date
1,"vivo T5x 5G (Star Silver, 128 GB)",vivo,22999,28999,20% off,4.4,"9,567",619,6 GB RAM,128 GB ROM,7200 mAh Li-ion Battery,Dimensity 7400-Turbo Processor,17.17 cm (6.76 inch) Display,50MP + 2MP | 32MP Front Camera,,https://www.flipkart.com/vivo-t5x-5g-star-silver-128-gb/p/itm7da8aa253e72b?pid=MOBHH69NRE6PHFBH&lid=LSTMOBHH69NRE6PHFBHJHMXME&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_1&otracker=search&fm=organic&iid=en_1D2RrDETzBsQgOSxgwl1P0chxjFqMLAcHG5u375CecFyvJ-w7q2dC2g7-xAC6XT42IUnfcKeo6rreHbsgaNVizDN6WkYW1XY5cvBbIcyPUpdDOl4N2E9DKoDVrISbDF7&ppt=None&ppn=None&ssid=yhro0hlyps0000001781090854403&qH=a5594894156db043&ov_redirect=true,2026-06-10
2,"Ai+ Pulse 2 (Purple, 64 GB)",Ai+,10499,10999,4% off,4.4,"3,354",168,4 GB RAM,64 GB ROM,6000 mAh Battery,T7250 Processor,17.13 cm (6.745 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,,https://www.flipkart.com/ai-pulse-2-purple-64-gb/p/itmdc910ae2ff0c1?pid=MOBHKHPYQHGDVRTG&lid=LSTMOBHKHPYQHGDVRTGHKLHJJ&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_2&otracker=search&fm=organic&iid=68d89a6f-6c91-4939-8a6c-ab89beebbe67.MOBHKHPYQHGDVRTG.SEARCH&ppt=None&ppn=None&ssid=yhro0hlyps0000001781090854403&qH=a5594894156db043&ov_redirect=true,2026-06-10
3,"OPPO K14x 5G (Icy Blue, 64 GB)",OPPO,14999,19999,25% off,4.4,"4,422",891,4 GB RAM,64 GB ROM,6500 mAh Battery,Dimensity 6300 Processor,17.14 cm (6.75 inch) HD+ Display,,,https://www.flipkart.com/oppo-k14x-5g-icy-blue-64-gb/p/itm188c7a4b69292?pid=MOBHKZF3YEJNPZHZ&lid=LSTMOBHKZF3YEJNPZHZKAKWY1&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&spotlightTagId=default_BestsellerId_tyy%2F4io&srno=s_1_3&otracker=search&fm=organic&iid=68d89a6f-6c91-4939-8a6c-ab89beebbe67.MOBHKZF3YEJNPZHZ.SEARCH&ppt=None&ppn=None&ssid=yhro0hlyps0000001781090854403&qH=a5594894156db043&ov_redirect=true,2026-06-10
4,"realme P4 Lite 5G (Mosaic Blue, 64 GB)",realme,14499,28999,50% off,4.3,"5,974",341,4 GB RAM,64 GB ROM,7000 mAh lithium-ion polymer Battery,Dimensity 6300 Processor,17.27 cm (6.8 inches) HD+ Display,13MP Rear Camera | 5MP Front Camera,,https://www.flipkart.com/realme-p4-lite-5g-mosaic-blue-64-gb/p/itm90c243961f214?pid=MOBHN7A8CMJGRACT&lid=LSTMOBHN7A8CMJGRACTDRIOJU&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&spotlightTagId=default_TrendingId_tyy%2F4io&srno=s_1_4&otracker=search&fm=organic&iid=68d89a6f-6c91-4939-8a6c-ab89beebbe67.MOBHN7A8CMJGRACT.SEARCH&ppt=None&ppn=None&ssid=yhro0hlyps0000001781090854403&qH=a5594894156db043&ov_redirect=true,2026-06-10
5,"MOTOROLA g37 (PANTONE Impenetrable, 64 GB)",MOTOROLA,14999,24999,40% off,4.3,176,10,4 GB RAM,64 GB ROM,5200 mAh Battery,Dimensity 6400 Processor,16.92 cm (6.66 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,,https://www.flipkart.com/motorola-g37-pantone-impenetrable-64-gb/p/itm40c0c7bcb21fc?pid=MOBHHWB6GWE2CKHU&lid=LSTMOBHHWB6GWE2CKHUQEA6X8&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_5&otracker=search&fm=organic&iid=68d89a6f-6c91-4939-8a6c-ab89beebbe67.MOBHHWB6GWE2CKHU.SEARCH&ppt=None&ppn=None&ssid=yhro0hlyps0000001781090854403&qH=a5594894156db043&ov_redirect=true,2026-06-10
6,"MOTOROLA g06 power (Pantone tapestry, 64 GB)",MOTOROLA,12999,19999,35% off,4.2,"18,080","1,062",4 GB RAM,64 GB ROM,7000 mAh Battery,Helio G81 Processor,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,,https://www.flipkart.com/motorola-g06-power-pantone-tapestry-64-gb/p/itm29390fa68401d?pid=MOBHN973FFYHGUGG&lid=LSTMOBHN973FFYHGUGG27JKDQ&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_6&otracker=search&fm=organic&iid=68d89a6f-6c91-4939-8a6c-ab89beebbe67.MOBHN973FFYHGUGG.SEARCH&ppt=None&ppn=None&ssid=yhro0hlyps0000001781090854403&qH=a5594894156db043&ov_redirect=true,2026-06-10
7,"realme P4 Lite 5G (Mosaic Blue, 64 GB)",realme,14499,19999,27% off,4.3,"5,974",341,4 GB RAM,64 GB ROM,7000 mAh lithium-ion polymer Battery,Dimensity 6300 Processor,17.27 cm (6.8 inches) HD+ Display,13MP Rear Camera | 5MP Front Camera,,https://www.flipkart.com/realme-p4-lite-5g-mosaic-blue-64-gb/p/itm90c243961f214?pid=MOBHHFBUHTZG3GTN&lid=LSTMOBHHFBUHTZG3GTNC22X0I&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_7&otracker=search&fm=organic&iid=68d89a6f-6c91-4939-8a6c-ab89beebbe67.MOBHHFBUHTZG3GTN.SEARCH&ppt=None&ppn=None&ssid=yhro0hlyps0000001781090854403&qH=a5594894156db043&ov_redirect=true,2026-06-10
8,"MOTOROLA g37 power (PANTONE Nautical Blue, 128 GB)",MOTOROLA,15999,30499,47% off,4,194,16,4 GB RAM,128 GB ROM,7000 mAh Battery,Dimensity 6400 Processor,16.92 cm (6.66 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,,https://www.flipkart.com/motorola-g37-power-pantone-nautical-blue-128-gb/p/itmf752f4981d932?pid=MOBHHVFYGN57RYAH&lid=LSTMOBHHVFYGN57RYAHB2DF12&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_8&otracker=search&fm=organic&iid=68d89a6f-6c91-4939-8a6c-ab89beebbe67.MOBHHVFYGN57RYAH.SEARCH&ppt=None&ppn=None&ssid=yhro0hlyps0000001781090854403&qH=a5594894156db043&ov_redirect=true,2026-06-10
9,"POCO C81x (Ice Blue, 64 GB)",POCO,10999,18999,42% off,4,152,10,3 GB RAM,64 GB ROM,5200 mAh Lithium-Ion Polymer Battery,T7250 Processor,17.48 cm (6.88 inch) Display,13MP Rear Camera | 8MP Front Camera,,https://www.flipkart.com/poco-c81x-ice-blue-64-gb/p/itmf2e3aacd5257e?pid=MOBHMYWRWPE4S8G6&lid=LSTMOBHMYWRWPE4S8G6INAADH&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_9&otracker=search&fm=organic&iid=68d89a6f-6c91-4939-8a6c-ab89beebbe67.MOBHMYWRWPE4S8G6.SEARCH&ppt=None&ppn=None&ssid=yhro0hlyps0000001781090854403&qH=a5594894156db043&ov_redirect=true,2026-06-10
10,"realme P4 Lite (Sea Blue, 128 GB)",realme,13999,,,4.1,"2,809",160,4 GB RAM,128 GB ROM,6300 mAh Battery,T7250 Processor,17.14 cm (6.75 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,,https://www.flipkart.com/realme-p4-lite-sea-blue-128-gb/p/itm534024e2339ef?pid=MOBHK685ZBEG6Y5H&lid=LSTMOBHK685ZBEG6Y5HLV0LRO&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_10&otracker=search&fm=organic&iid=68d89a6f-6c91-4939-8a6c-ab89beebbe67.MOBHK685ZBEG6Y5H.SEARCH&ppt=None&ppn=None&ssid=yhro0hlyps0000001781090854403&qH=a5594894156db043&ov_redirect=true,2026-06-10
