S.No,Product Name,Brand,Price,Original Price,Discount,Rating,Rating Count,Review Count,RAM,ROM,Battery,Processor,Display Size,Camera,Network Type,Product URL,Scraped Date
1,"MOTOROLA g37 (PANTONE Impenetrable, 64 GB)",MOTOROLA,13999,24999,44% off,4.4,"1,732",94,4 GB RAM,64 GB ROM,5200 mAh Battery,Dimensity 6400 Processor,16.92 cm (6.66 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,,https://www.flipkart.com/motorola-g37-pantone-impenetrable-64-gb/p/itm40c0c7bcb21fc?pid=MOBHHWB6GWE2CKHU&lid=LSTMOBHHWB6GWE2CKHUQEA6X8&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_3_49&otracker=search&fm=organic&iid=64d79aec-ea6b-4de8-97a2-f0e5e10c434c.MOBHHWB6GWE2CKHU.SEARCH&ppt=None&ppn=None&ssid=mwiscywtqo0000001785046810309&qH=a5594894156db043&ov_redirect=true,2026-07-26
2,"MOTOROLA g37 power (PANTONE Nautical Blue, 64 GB)",MOTOROLA,14999,26499,43% off,4.2,"2,312",296,4 GB RAM,64 GB ROM,7000 mAh Battery,Dimensity 6400 Processor,16.92 cm (6.66 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,,https://www.flipkart.com/motorola-g37-power-pantone-nautical-blue-64-gb/p/itmd870c5c6fd857?pid=MOBHMHG6KZXMFNKF&lid=LSTMOBHMHG6KZXMFNKFGQD9G0&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_3_50&otracker=search&fm=organic&iid=64d79aec-ea6b-4de8-97a2-f0e5e10c434c.MOBHMHG6KZXMFNKF.SEARCH&ppt=None&ppn=None&ssid=mwiscywtqo0000001785046810309&qH=a5594894156db043&ov_redirect=true,2026-07-26
3,"MOTOROLA Edge 70 Fusion (Pantone BLUE SURF, 512 GB)",MOTOROLA,36999,64999,43% off,4.3,"3,070",336,12 GB RAM,512 GB ROM,7000 mAh Battery,Snapdragon 7s Gen 4 Processor,17.27 cm (6.8 inch) Super HD Display,50MP + 13MP | 32MP Front Camera,,https://www.flipkart.com/motorola-edge-70-fusion-pantone-blue-surf-512-gb/p/itm87b81fff91d44?pid=MOBHNSA6KGKFVSPF&lid=LSTMOBHNSA6KGKFVSPFPPKGGH&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_3_51&otracker=search&fm=organic&iid=64d79aec-ea6b-4de8-97a2-f0e5e10c434c.MOBHNSA6KGKFVSPF.SEARCH&ppt=None&ppn=None&ssid=mwiscywtqo0000001785046810309&qH=a5594894156db043&ov_redirect=true,2026-07-26
4,"Ai+ Nova 2 Neo 5G (Black, 128 GB)",Ai+,13999,19999,30% off,4.3,346,36,6 GB RAM,128 GB ROM,6000 mAh Li-polymer Battery,Dimensity 6300 Processor,17.13 cm (6.745 inch) HD+ Display,48MP Rear Camera | 8MP Front Camera,,https://www.flipkart.com/ai-nova-2-neo-5g-black-128-gb/p/itmc790f4d613a76?pid=MOBHZ8ZMYWGY8VKA&lid=LSTMOBHZ8ZMYWGY8VKAHZULV3&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_3_52&otracker=search&fm=organic&iid=64d79aec-ea6b-4de8-97a2-f0e5e10c434c.MOBHZ8ZMYWGY8VKA.SEARCH&ppt=None&ppn=None&ssid=mwiscywtqo0000001785046810309&qH=a5594894156db043&ov_redirect=true,2026-07-26
5,"MOTOROLA Edge 70 (PANTONE Lily Pad, 256 GB)",MOTOROLA,27999,34999,20% off,4.4,"6,593",775,8 GB RAM,256 GB ROM,5000 mAh Battery,Snapdragon® 7 Gen 4 Processor,17.02 cm (6.7 inch) Full HD+ AMOLED Display,50MP + 50MP | 50MP Front Camera,,https://www.flipkart.com/motorola-edge-70-pantone-lily-pad-256-gb/p/itm565ee9cacadf0?pid=MOBHHWX6M5AGUBZR&lid=LSTMOBHHWX6M5AGUBZRY4LLUZ&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_3_53&otracker=search&fm=organic&iid=64d79aec-ea6b-4de8-97a2-f0e5e10c434c.MOBHHWX6M5AGUBZR.SEARCH&ppt=None&ppn=None&ssid=mwiscywtqo0000001785046810309&qH=a5594894156db043&ov_redirect=true,2026-07-26
6,"MOTOROLA g57 power 5G Snapdragon (Pantone Corsair, 128 GB)",MOTOROLA,21999,,,4.4,"51,488","3,629",8 GB RAM,128 GB ROM,7000 mAh Battery,6s Gen 4 Processor,17.07 cm (6.72 inch) Full HD+ Display,50MP + 8MP | 8MP Front Camera,,https://www.flipkart.com/motorola-g57-power-5g-snapdragon-pantone-corsair-128-gb/p/itm8332e9aa80c32?pid=MOBHN974GHFYSJNH&lid=LSTMOBHN974GHFYSJNH7KFUEZ&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_3_54&otracker=search&fm=organic&iid=64d79aec-ea6b-4de8-97a2-f0e5e10c434c.MOBHN974GHFYSJNH.SEARCH&ppt=None&ppn=None&ssid=mwiscywtqo0000001785046810309&qH=a5594894156db043&ov_redirect=true,2026-07-26
7,"POCO C85 5G (Spring Green, 128 GB)",POCO,16999,22999,26% off,4.3,"1,467",94,6 GB RAM,128 GB ROM,6000 mAh Lithium-Ion Polymer Battery,Dimensity 6300 Processor,17.53 cm (6.9 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,,https://www.flipkart.com/poco-c85-5g-spring-green-128-gb/p/itm9d5a621551d84?pid=MOBHMGG5UNCKYGPH&lid=LSTMOBHMGG5UNCKYGPHH3BH5B&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_3_55&otracker=search&fm=organic&iid=64d79aec-ea6b-4de8-97a2-f0e5e10c434c.MOBHMGG5UNCKYGPH.SEARCH&ppt=None&ppn=None&ssid=mwiscywtqo0000001785046810309&qH=a5594894156db043&ov_redirect=true,2026-07-26
8,"OnePlus Nord CE6 Lite (Hyper Black, 128 GB)",OnePlus,26890,31999,15% off,4.3,811,62,6 GB RAM,128 GB ROM,7000 mAh Battery,Mediatek Dimensity 7400 Processor,17.07 cm (6.72 inch) Full HD+ Display,50MP Rear Camera | 8MP Front Camera,,https://www.flipkart.com/oneplus-nord-ce6-lite-hyper-black-128-gb/p/itm894a5599b758b?pid=MOBHN8BDFU3PHHUR&lid=LSTMOBHN8BDFU3PHHURRX6KQP&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_3_56&otracker=search&fm=organic&iid=64d79aec-ea6b-4de8-97a2-f0e5e10c434c.MOBHN8BDFU3PHHUR.SEARCH&ppt=None&ppn=None&ssid=mwiscywtqo0000001785046810309&qH=a5594894156db043&ov_redirect=true,2026-07-26
9,"MOTOROLA Edge 70 (PANTONE Gadget Gray, 256 GB)",MOTOROLA,27999,34999,20% off,4.4,"6,593",775,8 GB RAM,256 GB ROM,5000 mAh Battery,Snapdragon® 7 Gen 4 Processor,17.02 cm (6.7 inch) Full HD+ AMOLED Display,50MP + 50MP | 50MP Front Camera,,https://www.flipkart.com/motorola-edge-70-pantone-gadget-gray-256-gb/p/itmbaf287a226a0f?pid=MOBHHWX6HMX4NZHR&lid=LSTMOBHHWX6HMX4NZHRGL8IWG&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_3_57&otracker=search&fm=organic&iid=64d79aec-ea6b-4de8-97a2-f0e5e10c434c.MOBHHWX6HMX4NZHR.SEARCH&ppt=None&ppn=None&ssid=mwiscywtqo0000001785046810309&qH=a5594894156db043&ov_redirect=true,2026-07-26
10,"realme P4 Lite (Sea Blue, 128 GB)",realme,13999,27999,50% off,4,"4,367",269,4 GB RAM,128 GB ROM,6300 mAh Battery,T7250 Processor,17.14 cm (6.75 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,,https://www.flipkart.com/realme-p4-lite-sea-blue-128-gb/p/itm029fbc88fdc91?pid=MOBHMX7KSWHYYNZ9&lid=LSTMOBHMX7KSWHYYNZ9VHNEVV&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_3_58&otracker=search&fm=organic&iid=64d79aec-ea6b-4de8-97a2-f0e5e10c434c.MOBHMX7KSWHYYNZ9.SEARCH&ppt=None&ppn=None&ssid=mwiscywtqo0000001785046810309&qH=a5594894156db043&ov_redirect=true,2026-07-26
11,"MOTOROLA g37 power (PANTONE Nautical Blue, 128 GB)",MOTOROLA,19999,37999,47% off,4,500,44,8 GB RAM,128 GB ROM,7000 mAh Battery,Dimensity 6400 Processor,16.92 cm (6.66 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,,https://www.flipkart.com/motorola-g37-power-pantone-nautical-blue-128-gb/p/itm48ade38c32669?pid=MOBHMX5YNNYGMVWH&lid=LSTMOBHMX5YNNYGMVWHYBPQ6L&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_3_59&otracker=search&fm=organic&iid=64d79aec-ea6b-4de8-97a2-f0e5e10c434c.MOBHMX5YNNYGMVWH.SEARCH&ppt=None&ppn=None&ssid=mwiscywtqo0000001785046810309&qH=a5594894156db043&ov_redirect=true,2026-07-26
12,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",MOTOROLA,27999,37999,26% off,4.4,"47,225","3,143",12 GB RAM,256 GB ROM,5500 mAh Battery,Dimensity 7400 Processor,16.94 cm (6.67 inch) Display,50MP + 13MP | 32MP Front Camera,,https://www.flipkart.com/motorola-edge-60-fusion-5g-pantone-slipstream-256-gb/p/itmd3151f89e7078?pid=MOBHN974NUGGH4FH&lid=LSTMOBHN974NUGGH4FH6IKZHQ&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_3_60&otracker=search&fm=organic&iid=64d79aec-ea6b-4de8-97a2-f0e5e10c434c.MOBHN974NUGGH4FH.SEARCH&ppt=None&ppn=None&ssid=mwiscywtqo0000001785046810309&qH=a5594894156db043&ov_redirect=true,2026-07-26
13,"MOTOROLA Edge 60 Fusion 5G (PANTONE Amazonite, 256 GB)",MOTOROLA,24999,25999,3% off,4.4,"1,25,158","8,374",8 GB RAM,256 GB ROM,5500 mAh Battery,Dimensity 7400 Processor,16.94 cm (6.67 inch) Quad HD+ Display,50MP + 13MP | 32MP Front Camera,,https://www.flipkart.com/motorola-edge-60-fusion-5g-pantone-amazonite-256-gb/p/itm9218b12ff853f?pid=MOBH9ARFPVNU7QNU&lid=LSTMOBH9ARFPVNU7QNUHKJASC&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_3_61&otracker=search&fm=organic&iid=64d79aec-ea6b-4de8-97a2-f0e5e10c434c.MOBH9ARFPVNU7QNU.SEARCH&ppt=None&ppn=None&ssid=mwiscywtqo0000001785046810309&qH=a5594894156db043&ov_redirect=true,2026-07-26
14,"Samsung Galaxy A06 5G (Black, 128 GB)",Samsung,16799,18499,9% off,4.2,212,14,6 GB RAM,128 GB ROM,5000 mAh Li-ion Battery,Dimensity 6300 Processor,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,,https://www.flipkart.com/samsung-galaxy-a06-5g-black-128-gb/p/itm94e861540654d?pid=MOBH9GQKPBT5VJHZ&lid=LSTMOBH9GQKPBT5VJHZBJCWRG&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_3_62&otracker=search&fm=organic&iid=64d79aec-ea6b-4de8-97a2-f0e5e10c434c.MOBH9GQKPBT5VJHZ.SEARCH&ppt=None&ppn=None&ssid=mwiscywtqo0000001785046810309&qH=a5594894156db043&ov_redirect=true,2026-07-26
15,"realme P4 Pro 5G (Birch Wood, 256 GB)",realme,28999,30999,6% off,4.4,"19,380","1,814",8 GB RAM,256 GB ROM,7000 mAh Battery,Snapdragon 7 Gen 4 Mobile Processor,17.27 cm (6.8 inch) Full HD+ Display,50MP + 8MP | 50MP Front Camera,,https://www.flipkart.com/realme-p4-pro-5g-birch-wood-256-gb/p/itme41a54752cc21?pid=MOBHERXKVQED7HGC&lid=LSTMOBHERXKVQED7HGC54DD1I&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_3_63&otracker=search&fm=organic&iid=64d79aec-ea6b-4de8-97a2-f0e5e10c434c.MOBHERXKVQED7HGC.SEARCH&ppt=None&ppn=None&ssid=mwiscywtqo0000001785046810309&qH=a5594894156db043&ov_redirect=true,2026-07-26
16,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",REDMI,19999,,,4.2,"30,738","1,966",6 GB RAM,128 GB ROM,5110 mAh Battery,Dimensity 7025 Ultra Processor,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP + 2MP | 20MP Front Camera,,https://www.flipkart.com/redmi-note-14-se-5g-titan-black-128-gb/p/itmbbe0bfdee707d?pid=MOBHE48SMK9RUZHQ&lid=LSTMOBHE48SMK9RUZHQEJUO1P&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_3_64&otracker=search&fm=organic&iid=64d79aec-ea6b-4de8-97a2-f0e5e10c434c.MOBHE48SMK9RUZHQ.SEARCH&ppt=None&ppn=None&ssid=mwiscywtqo0000001785046810309&qH=a5594894156db043&ov_redirect=true,2026-07-26
17,"realme P4R 5G (Titanium Glare, 128 GB)",realme,21499,39999,46% off,4.4,"2,388",182,6 GB RAM,128 GB ROM,8000 mAh Lithium-ion polymer Battery,Dimensity 6300 Processor,17.27 cm (6.8 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,,https://www.flipkart.com/realme-p4r-5g-titanium-glare-128-gb/p/itmb42ae388c1ef6?pid=MOBHMYR3MZ62YN7F&lid=LSTMOBHMYR3MZ62YN7F7ANT2F&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_3_65&otracker=search&fm=organic&iid=64d79aec-ea6b-4de8-97a2-f0e5e10c434c.MOBHMYR3MZ62YN7F.SEARCH&ppt=None&ppn=None&ssid=mwiscywtqo0000001785046810309&qH=a5594894156db043&ov_redirect=true,2026-07-26
