S.No,Product Name,Brand,Price,Original Price,Discount,Rating,Rating Count,Review Count,RAM,ROM,Battery,Processor,Display Size,Camera,Network Type,Product URL,Scraped Date
1,"HMD VIBE2 5G (Nordic Blue, 128 GB)",HMD,16999,24999,32% off,4.4,39,5,6 GB RAM,128 GB ROM,6000 mAh Li-Poly Battery,,17.02 cm (6.7 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,,https://www.flipkart.com/hmd-vibe2-5g-nordic-blue-128-gb/p/itm71c3ae6df2a26?pid=MOBHNS6YYSAJPVHZ&lid=LSTMOBHNS6YYSAJPVHZHEOKCG&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_1&otracker=search&fm=organic&iid=en_gpYhwRfLTD91bPwie-07ezyR9I4NwJdOyCtt-MmwtyCzFzBoov8ZWbODhrCTtGiYVPhPk3UbU_hF6t3IZIXF7BVQZVEwZVXIcWC_xW7pzwiRGVCMnFrBlmVXWoSpJiI3&ppt=None&ppn=None&ssid=qxwr47w7a80000001782457607169&qH=a5594894156db043&ov_redirect=true,2026-06-26
2,"vivo T5x 5G (Star Silver, 128 GB)",vivo,22999,28999,20% off,4.4,"11,621",669,6 GB RAM,128 GB ROM,7200 mAh Li-ion Battery,Dimensity 7400-Turbo Processor,17.17 cm (6.76 inch) Display,50MP + 2MP | 32MP Front Camera,,https://www.flipkart.com/vivo-t5x-5g-star-silver-128-gb/p/itm7da8aa253e72b?pid=MOBHH69NRE6PHFBH&lid=LSTMOBHH69NRE6PHFBHJHMXME&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_2&otracker=search&fm=organic&iid=en_gpYhwRfLTD91bPwie-07ezyR9I4NwJdOyCtt-MmwtyBnVEEJgUqdQbGLEsLgTqyDbYpN92Ud0mTaE_xWgeXSN8Oyn2VIjJWJA61MTTw0v5_z3Mp4Lm2pw99ja20_r2DK&ppt=None&ppn=None&ssid=qxwr47w7a80000001782457607169&qH=a5594894156db043&ov_redirect=true,2026-06-26
3,"HMD VIBE2 5G (Nordic Blue, 128 GB)",HMD,16999,24999,32% off,4.4,39,5,6 GB RAM,128 GB ROM,6000 mAh Li-Poly Battery,,17.02 cm (6.7 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,,https://www.flipkart.com/hmd-vibe2-5g-nordic-blue-128-gb/p/itm71c3ae6df2a26?pid=MOBHNS6YYSAJPVHZ&lid=LSTMOBHNS6YYSAJPVHZHEOKCG&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_3&otracker=search&fm=organic&iid=c51fa18c-e061-458a-a699-d1ba75990a6e.MOBHNS6YYSAJPVHZ.SEARCH&ppt=None&ppn=None&ssid=qxwr47w7a80000001782457607169&qH=a5594894156db043&ov_redirect=true,2026-06-26
4,"Samsung Galaxy F36 5G (Black, 128 GB)",Samsung,19028,22999,17% off,4.3,"11,587",788,6 GB RAM,128 GB ROM,5000 mAh Battery,Samsung Exynos 1380 Processor,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 13MP Front Camera,,https://www.flipkart.com/samsung-galaxy-f36-5g-black-128-gb/p/itm195a9802ad40d?pid=MOBHMWFXYYAJFTZJ&lid=LSTMOBHMWFXYYAJFTZJT9S7EL&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_4&otracker=search&fm=organic&iid=c51fa18c-e061-458a-a699-d1ba75990a6e.MOBHMWFXYYAJFTZJ.SEARCH&ppt=None&ppn=None&ssid=qxwr47w7a80000001782457607169&qH=a5594894156db043&ov_redirect=true,2026-06-26
5,"realme P4R 5G (Silver Glare, 128 GB)",realme,18999,34999,45% off,4.5,368,48,4 GB RAM,128 GB ROM,8000 mAh Lithium-ion polymer Battery,Dimensity 6300 Processor,17.27 cm (6.8 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,,https://www.flipkart.com/realme-p4r-5g-silver-glare-128-gb/p/itmb42ae388c1ef6?pid=MOBHMYR3EJZ8J2ES&lid=LSTMOBHMYR3EJZ8J2ESJIJD96&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_5&otracker=search&fm=organic&iid=en_gpYhwRfLTD91bPwie-07ezyR9I4NwJdOyCtt-MmwtyAO9lIFYPU2NhBa493HdmGT617K96wa0X0k6U5V3MAHnl9XXig2aWDZu7teBWBuu_k_iPLyTidQUphDQ9xNsMa_&ppt=None&ppn=None&ssid=qxwr47w7a80000001782457607169&qH=a5594894156db043&ov_redirect=true,2026-06-26
6,"vivo T5 Pro 5G (Cosmic Black, 128 GB)",vivo,32999,55999,41% off,4.5,"5,459",483,8 GB RAM,128 GB ROM,9020 mAh Battery,Snapdragon 7s Gen 4 Processor,17.35 cm (6.83 inch) Full HD+ AMOLED Display,50MP + 2MP | 32MP Front Camera,,https://www.flipkart.com/vivo-t5-pro-5g-cosmic-black-128-gb/p/itma21e2e09d4493?pid=MOBHM4FZPA8A7KVS&lid=LSTMOBHM4FZPA8A7KVSB3VDWD&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_6&otracker=search&fm=organic&iid=en_gpYhwRfLTD91bPwie-07ezyR9I4NwJdOyCtt-MmwtyAt9A2dcAqMWzoCqaxcjnuKCA3CIAWr7rjdXkoS3blBJB2N0UUWUyilPXD8RsYNqMHz3Mp4Lm2pw99ja20_r2DK&ppt=None&ppn=None&ssid=qxwr47w7a80000001782457607169&qH=a5594894156db043&ov_redirect=true,2026-06-26
7,"MOTOROLA g06 power (Pantone tapestry, 64 GB)",MOTOROLA,12999,19999,35% off,4.2,"19,251","1,124",4 GB RAM,64 GB ROM,7000 mAh Battery,Helio G81 Processor,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,,https://www.flipkart.com/motorola-g06-power-pantone-tapestry-64-gb/p/itm29390fa68401d?pid=MOBHN973FFYHGUGG&lid=LSTMOBHN973FFYHGUGG27JKDQ&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_7&otracker=search&fm=organic&iid=c51fa18c-e061-458a-a699-d1ba75990a6e.MOBHN973FFYHGUGG.SEARCH&ppt=None&ppn=None&ssid=qxwr47w7a80000001782457607169&qH=a5594894156db043&ov_redirect=true,2026-06-26
8,"HMD Vibe2 5G (Nordic Blue, 128 GB)",HMD,14999,19999,25% off,4.6,"2,825",259,4 GB RAM,128 GB ROM,6000 mAh Li-Poly Battery,,17.02 cm (6.7 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,,https://www.flipkart.com/hmd-vibe2-5g-nordic-blue-128-gb/p/itm71c3ae6df2a26?pid=MOBHN6XYNGZQCBWB&lid=LSTMOBHN6XYNGZQCBWBVAYNRE&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_8&otracker=search&fm=organic&iid=c51fa18c-e061-458a-a699-d1ba75990a6e.MOBHN6XYNGZQCBWB.SEARCH&ppt=None&ppn=None&ssid=qxwr47w7a80000001782457607169&qH=a5594894156db043&ov_redirect=true,2026-06-26
9,Vivo T4 Lite 5G (Titanium Gold 2026) (4GB 128GB),Vivo,16999,28999,41% off,4.3,"37,265","1,314",4 GB RAM,128 GB ROM,6000 mAh Battery,Dimensity 6300 5G Processor,17.12 cm (6.74 inch) HD+ Display,50MP + 2MP | 5MP Front Camera,5G,https://www.flipkart.com/vivo-t4-lite-5g-titanium-gold-2026-4gb-128gb/p/itm49fb53d099f3c?pid=MOBHNCRKN8ZBGAJR&lid=LSTMOBHNCRKN8ZBGAJREUTFV0&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_9&otracker=search&fm=organic&iid=c51fa18c-e061-458a-a699-d1ba75990a6e.MOBHNCRKN8ZBGAJR.SEARCH&ppt=None&ppn=None&ssid=qxwr47w7a80000001782457607169&qH=a5594894156db043&ov_redirect=true,2026-06-26
10,"realme P4 Lite 5G (Mosaic Blue, 64 GB)",realme,14999,28999,48% off,4.3,"7,543",394,4 GB RAM,64 GB ROM,7000 mAh lithium-ion polymer Battery,Dimensity 6300 Processor,17.27 cm (6.8 inches) HD+ Display,13MP Rear Camera | 5MP Front Camera,,https://www.flipkart.com/realme-p4-lite-5g-mosaic-blue-64-gb/p/itm90c243961f214?pid=MOBHN7A8CMJGRACT&lid=LSTMOBHN7A8CMJGRACTDRIOJU&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_10&otracker=search&fm=organic&iid=c51fa18c-e061-458a-a699-d1ba75990a6e.MOBHN7A8CMJGRACT.SEARCH&ppt=None&ppn=None&ssid=qxwr47w7a80000001782457607169&qH=a5594894156db043&ov_redirect=true,2026-06-26
11,"MOTOROLA g06 power (Pantone Laurel Oak, 64 GB)",MOTOROLA,12999,19999,35% off,4.2,"19,251","1,124",4 GB RAM,64 GB ROM,7000 mAh Battery,Helio G81 Processor,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,,https://www.flipkart.com/motorola-g06-power-pantone-laurel-oak-64-gb/p/itm1010d22c11412?pid=MOBHN973VRPBQTKY&lid=LSTMOBHN973VRPBQTKYGYH2X6&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_11&otracker=search&fm=organic&iid=c51fa18c-e061-458a-a699-d1ba75990a6e.MOBHN973VRPBQTKY.SEARCH&ppt=None&ppn=None&ssid=qxwr47w7a80000001782457607169&qH=a5594894156db043&ov_redirect=true,2026-06-26
12,Vivo T4 Lite 5G (Prism Blue 2026) ( 4GB 64GB),Vivo,14999,27999,46% off,4.3,"37,265","1,314",4 GB RAM,64 GB ROM,6000 mAh Battery,Dimensity 6300 5G Processor,17.12 cm (6.74 inch) HD+ Display,50MP + 2MP | 5MP Front Camera,5G,https://www.flipkart.com/vivo-t4-lite-5g-prism-blue-2026-4gb-64gb/p/itm49fb53d099f3c?pid=MOBHNCRKA4XQFSRM&lid=LSTMOBHNCRKA4XQFSRMKUYMUR&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_12&otracker=search&fm=organic&iid=c51fa18c-e061-458a-a699-d1ba75990a6e.MOBHNCRKA4XQFSRM.SEARCH&ppt=None&ppn=None&ssid=qxwr47w7a80000001782457607169&qH=a5594894156db043&ov_redirect=true,2026-06-26
13,"Ai+ Pulse 2 (Purple, 64 GB)",Ai+,10499,10999,4% off,4.3,"4,055",179,4 GB RAM,64 GB ROM,6000 mAh Battery,T7250 Processor,17.13 cm (6.745 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,,https://www.flipkart.com/ai-pulse-2-purple-64-gb/p/itmdc910ae2ff0c1?pid=MOBHKHPYQHGDVRTG&lid=LSTMOBHKHPYQHGDVRTGHKLHJJ&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_13&otracker=search&fm=organic&iid=c51fa18c-e061-458a-a699-d1ba75990a6e.MOBHKHPYQHGDVRTG.SEARCH&ppt=None&ppn=None&ssid=qxwr47w7a80000001782457607169&qH=a5594894156db043&ov_redirect=true,2026-06-26
14,"realme P4 Lite 5G (Mosaic Green, 64 GB)",realme,14999,28999,48% off,4.3,"7,543",394,4 GB RAM,64 GB ROM,7000 mAh lithium-ion polymer Battery,Dimensity 6300 Processor,17.27 cm (6.8 inches) HD+ Display,13MP Rear Camera | 5MP Front Camera,,https://www.flipkart.com/realme-p4-lite-5g-mosaic-green-64-gb/p/itm90c243961f214?pid=MOBHN7A8SZ7F9C7T&lid=LSTMOBHN7A8SZ7F9C7TYM0TGX&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_14&otracker=search&fm=organic&iid=c51fa18c-e061-458a-a699-d1ba75990a6e.MOBHN7A8SZ7F9C7T.SEARCH&ppt=None&ppn=None&ssid=qxwr47w7a80000001782457607169&qH=a5594894156db043&ov_redirect=true,2026-06-26
15,"MOTOROLA g06 power (Pantone Tendril, 64 GB)",MOTOROLA,12999,19999,35% off,4.2,"19,251","1,124",4 GB RAM,64 GB ROM,7000 mAh Battery,Helio G81 Processor,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,,https://www.flipkart.com/motorola-g06-power-pantone-tendril-64-gb/p/itm2f1ca967879c9?pid=MOBHN973UQNPMAAN&lid=LSTMOBHN973UQNPMAANZHPTVN&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_15&otracker=search&fm=organic&iid=c51fa18c-e061-458a-a699-d1ba75990a6e.MOBHN973UQNPMAAN.SEARCH&ppt=None&ppn=None&ssid=qxwr47w7a80000001782457607169&qH=a5594894156db043&ov_redirect=true,2026-06-26
