S.No,Product Name,Brand,Price,Original Price,Discount,Rating,Rating Count,Review Count,RAM,ROM,Battery,Processor,Display Size,Camera,Network Type,Product URL,Scraped Date
1,"Ai+ Pulse 2 (Purple, 64 GB)",Ai+,10499,10999,4% off,4.3,"5,434",242,4 GB RAM,64 GB ROM,6000 mAh Battery,T7250 Processor,17.13 cm (6.745 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,,https://www.flipkart.com/ai-pulse-2-purple-64-gb/p/itmdc910ae2ff0c1?pid=MOBHKHPYQHGDVRTG&lid=LSTMOBHKHPYQHGDVRTGHKLHJJ&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_1&otracker=search&fm=organic&iid=b615229f-2116-49be-9110-99c8f66dbba1.MOBHKHPYQHGDVRTG.SEARCH&ppt=None&ppn=None&ssid=ccji734d4g0000001784007874063&qH=a5594894156db043&ov_redirect=true,2026-07-14
2,"MOTOROLA g37 power (PANTONE Impenetrable, 64 GB)",MOTOROLA,14999,26499,43% off,4.3,"1,388",199,4 GB RAM,64 GB ROM,7000 mAh Battery,Dimensity 6400 Processor,16.92 cm (6.66 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,,https://www.flipkart.com/motorola-g37-power-pantone-impenetrable-64-gb/p/itm81d7e4cd8df99?pid=MOBHMHG6CCNS5UWR&lid=LSTMOBHMHG6CCNS5UWRI3ZOW4&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_2&otracker=search&fm=organic&iid=b615229f-2116-49be-9110-99c8f66dbba1.MOBHMHG6CCNS5UWR.SEARCH&ppt=None&ppn=None&ssid=ccji734d4g0000001784007874063&qH=a5594894156db043&ov_redirect=true,2026-07-14
3,"realme P4 Lite (Beach Gold, 128 GB)",realme,12999,13999,7% off,4,"3,889",214,4 GB RAM,128 GB ROM,6300 mAh Battery,T7250 Processor,17.14 cm (6.75 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,,https://www.flipkart.com/realme-p4-lite-beach-gold-128-gb/p/itm534024e2339ef?pid=MOBHK685K37ZCSPU&lid=LSTMOBHK685K37ZCSPUTZ3SXB&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_3&otracker=search&fm=organic&iid=b615229f-2116-49be-9110-99c8f66dbba1.MOBHK685K37ZCSPU.SEARCH&ppt=None&ppn=None&ssid=ccji734d4g0000001784007874063&qH=a5594894156db043&ov_redirect=true,2026-07-14
4,"MOTOROLA g37 power (PANTONE Nautical Blue, 128 GB)",MOTOROLA,15999,30499,47% off,4.3,"1,388",199,4 GB RAM,128 GB ROM,7000 mAh Battery,Dimensity 6400 Processor,16.92 cm (6.66 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,,https://www.flipkart.com/motorola-g37-power-pantone-nautical-blue-128-gb/p/itmf752f4981d932?pid=MOBHHVFYGN57RYAH&lid=LSTMOBHHVFYGN57RYAH8U08EM&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_4&otracker=search&fm=organic&iid=b615229f-2116-49be-9110-99c8f66dbba1.MOBHHVFYGN57RYAH.SEARCH&ppt=None&ppn=None&ssid=ccji734d4g0000001784007874063&qH=a5594894156db043&ov_redirect=true,2026-07-14
5,"POCO C85x (Emerald Green, 64 GB)",POCO,13499,20999,35% off,4.1,"3,351",161,4 GB RAM,64 GB ROM,6300 mAh Lithium-Ion Polymer Battery,T8300 Processor,17.53 cm (6.9 inch) HD+ Display,32MP Rear Camera,,https://www.flipkart.com/poco-c85x-emerald-green-64-gb/p/itm96bce2b7909b7?pid=MOBHMGG5GHZKTSDZ&lid=LSTMOBHMGG5GHZKTSDZTARVKO&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&spotlightTagId=default_BestsellerId_tyy%2F4io&srno=s_1_5&otracker=search&fm=organic&iid=b615229f-2116-49be-9110-99c8f66dbba1.MOBHMGG5GHZKTSDZ.SEARCH&ppt=None&ppn=None&ssid=ccji734d4g0000001784007874063&qH=a5594894156db043&ov_redirect=true,2026-07-14
6,"Samsung M06 5G (Sage Green, 128 GB)",Samsung,13328,16999,21% off,4.1,"4,035",225,4 GB RAM,128 GB ROM,5000 mAh Battery,,17.02 cm (6.7 inch) Display,50MP Rear Camera,,https://www.flipkart.com/samsung-m06-5g-sage-green-128-gb/p/itmcafa42dadc15c?pid=MOBH9UYFYVNKR3HR&lid=LSTMOBH9UYFYVNKR3HR6IKLWF&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_6&otracker=search&fm=organic&iid=b615229f-2116-49be-9110-99c8f66dbba1.MOBH9UYFYVNKR3HR.SEARCH&ppt=None&ppn=None&ssid=ccji734d4g0000001784007874063&qH=a5594894156db043&ov_redirect=true,2026-07-14
7,"POCO C81x (Ice Blue, 64 GB)",POCO,11499,18999,39% off,4.1,303,16,3 GB RAM,64 GB ROM,5200 mAh Lithium-Ion Polymer Battery,T7250 Processor,17.48 cm (6.88 inch) Display,13MP Rear Camera | 8MP Front Camera,,https://www.flipkart.com/poco-c81x-ice-blue-64-gb/p/itmf2e3aacd5257e?pid=MOBHMYWRWPE4S8G6&lid=LSTMOBHMYWRWPE4S8G6INAADH&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_7&otracker=search&fm=organic&iid=b615229f-2116-49be-9110-99c8f66dbba1.MOBHMYWRWPE4S8G6.SEARCH&ppt=None&ppn=None&ssid=ccji734d4g0000001784007874063&qH=a5594894156db043&ov_redirect=true,2026-07-14
8,"Ai+ Pulse 2 (Blue, 64 GB)",Ai+,10499,10999,4% off,4.3,"5,434",242,4 GB RAM,64 GB ROM,6000 mAh Battery,T7250 Processor,17.13 cm (6.745 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,,https://www.flipkart.com/ai-pulse-2-blue-64-gb/p/itm9168504534079?pid=MOBHKHPYZFF8KUPC&lid=LSTMOBHKHPYZFF8KUPCXXI7UT&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_8&otracker=search&fm=organic&iid=b615229f-2116-49be-9110-99c8f66dbba1.MOBHKHPYZFF8KUPC.SEARCH&ppt=None&ppn=None&ssid=ccji734d4g0000001784007874063&qH=a5594894156db043&ov_redirect=true,2026-07-14
9,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)",Samsung,13999,16999,17% off,4.2,"47,393","2,989",4 GB RAM,128 GB ROM,5000 mAh Battery,Dimensity 6300 Processor,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,,https://www.flipkart.com/samsung-galaxy-f06-5g-lit-violet-128-gb/p/itm7602d48021fe1?pid=MOBHMGHHNYS7WF88&lid=LSTMOBHMGHHNYS7WF88Q60Z1G&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_9&otracker=search&fm=organic&iid=b615229f-2116-49be-9110-99c8f66dbba1.MOBHMGHHNYS7WF88.SEARCH&ppt=None&ppn=None&ssid=ccji734d4g0000001784007874063&qH=a5594894156db043&ov_redirect=true,2026-07-14
10,"Ai+ Pulse 2 (Green, 64 GB)",Ai+,10499,10999,4% off,4.3,"5,434",242,4 GB RAM,64 GB ROM,6000 mAh Battery,T7250 Processor,17.13 cm (6.745 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,,https://www.flipkart.com/ai-pulse-2-green-64-gb/p/itm8475838cc2064?pid=MOBHKHPYZHDPMZSR&lid=LSTMOBHKHPYZHDPMZSRLBINVS&marketplace=FLIPKART&q=smart+phones&store=tyy%2F4io&srno=s_1_10&otracker=search&fm=organic&iid=b615229f-2116-49be-9110-99c8f66dbba1.MOBHKHPYZHDPMZSR.SEARCH&ppt=None&ppn=None&ssid=ccji734d4g0000001784007874063&qH=a5594894156db043&ov_redirect=true,2026-07-14
